rank,package_name,version,declared_license,root_classification,total_dependencies,is_tainted,conflicting_copyleft_deps_count,conflicts_summary
2621,twirp/twirp,v0.15.0,Unspecified,PERMISSIVE,0,NO,0,
2622,dyrynda/laravel-model-uuid,8.3.0,MIT,PERMISSIVE,24,NO,0,
2623,recurly/recurly-client,4.77.0,MIT,PERMISSIVE,1,NO,0,
2624,roadrunner-php/centrifugo,2.3.0,MIT,PERMISSIVE,6,NO,0,
2625,league/statsd,2.0.0,MIT,PERMISSIVE,0,NO,0,
2626,roadrunner-php/lock,1.0.1,MIT,PERMISSIVE,7,NO,0,
2627,bunny/bunny,v0.5.6,Unspecified,PERMISSIVE,2,NO,0,
2628,tuupola/base62,2.1.1,MIT,PERMISSIVE,0,NO,0,
2629,spiral/roadrunner-tcp,v4.1.1,MIT,PERMISSIVE,4,NO,0,
2630,spiral/composer-publish-plugin,v1.1.2,MIT,PERMISSIVE,0,NO,0,
2631,chaseconey/laravel-datadog-helper,1.3.0,MIT,PERMISSIVE,18,NO,0,
2632,lob/lob-php,4.3.0,unlicense,PERMISSIVE,9,NO,0,
2633,phpclassic/php-shopify,v1.2.16,Apache-2.0,PERMISSIVE,0,NO,0,
2634,zendframework/zend-uri,2.7.1,BSD-3-Clause,PERMISSIVE,5,NO,0,
2635,dvdoug/behat-code-coverage,v5.5.0,BSD-2-Clause,PERMISSIVE,32,NO,0,
2636,kylekatarnls/multi-tester,2.6.1,MIT,PERMISSIVE,4,NO,0,
2637,icecave/parity,3.0.1,MIT,PERMISSIVE,1,NO,0,
2638,mageplaza/module-smtp,4.7.24,proprietary,PERMISSIVE,1,NO,0,
2639,ghostwriter/console,0.2.3,BSD-3-Clause,PERMISSIVE,12,NO,0,
2640,typo3/coding-standards,v0.9.0,MIT,PERMISSIVE,33,NO,0,
2641,phpbench/dom,0.3.3,MIT,PERMISSIVE,0,NO,0,
2642,paragonie/ciphersweet,v4.10.0,ISC,PERMISSIVE,2,NO,0,
2643,rcrowe/twigbridge,v0.14.7,MIT,PERMISSIVE,27,NO,0,
2644,fightbulc/moment,1.35.0,MIT,PERMISSIVE,0,NO,0,
2645,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,1,NO,1,tecnickcom/tc-lib-unicode-data (LGPL-3.0-or-later)
2646,natxet/cssmin,v3.0.6,MIT,PERMISSIVE,0,NO,0,
2647,spiral/nyholm-bridge,v1.3.0,MIT,PERMISSIVE,14,NO,0,
2648,nimbly/capsule,3.0.1,MIT,PERMISSIVE,2,NO,0,
2649,kornrunner/blurhash,v1.2.2,MIT,PERMISSIVE,0,NO,0,
2650,pear/ole,v1.0.1,PHP-3.01,PERMISSIVE,3,NO,0,
2651,nimbly/shuttle,2.0,MIT,PERMISSIVE,4,NO,0,
2652,spiral/roadrunner-bridge,v4.0.0,MIT,PERMISSIVE,49,NO,0,
2653,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,2,NO,2,tecnickcom/tc-lib-file (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later)
2654,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,2,NO,2,tecnickcom/tc-lib-color (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later)
2655,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,2,NO,2,tecnickcom/tc-lib-color (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later)
2656,willdurand/geocoder-bundle,6.0.0,MIT,PERMISSIVE,33,NO,0,
2657,kartik-v/yii2-widget-colorinput,v1.0.6,BSD-3-Clause,PERMISSIVE,1,NO,0,
2658,rector/extension-installer,1.0.0,MIT,PERMISSIVE,0,NO,0,
2659,spiral/framework,3.17.2,MIT,PERMISSIVE,51,NO,0,
2660,handcraftedinthealps/elasticsearch-dsl,8.3.0,MIT,PERMISSIVE,13,NO,0,
2661,staabm/phpstan-dba,0.4.10,MIT,PERMISSIVE,6,NO,0,
2662,overblog/graphiql-bundle,v1.0.0,MIT,PERMISSIVE,19,NO,0,
2663,laminas/laminas-cache-storage-adapter-memory,3.2.0,BSD-3-Clause,PERMISSIVE,10,NO,0,
2664,robertfausk/mink-panther-driver,v1.1.2,MIT,PERMISSIVE,21,NO,0,
2665,hyperf/engine-contract,v1.14.0,MIT,PERMISSIVE,0,NO,0,
2666,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,13,NO,13,tecnickcom/tc-lib-barcode (LGPL-3.0-or-later); tecnickcom/tc-lib-color (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-image (LGPL-3.0-or-later); tecnickcom/tc-lib-file (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-font (LGPL-3.0-or-later); tecnickcom/tc-lib-unicode-data (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-sign (LGPL-3.0-or-later); tecnickcom/tc-lib-unicode (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-page (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-graph (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-parser (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-filter (LGPL-3.0-or-later)
2667,symfony/test-pack,v1.2.0,MIT,PERMISSIVE,32,NO,0,
2668,symfony/ai-symfony-mate-extension,v0.12.0,MIT,PERMISSIVE,28,NO,0,
2669,yajra/laravel-oci8,v13.11.1,MIT,PERMISSIVE,29,NO,0,
2670,cloudconvert/cloudconvert-php,3.4.4,Unspecified,PERMISSIVE,16,YES,1,netresearch/jsonmapper (OSL-3.0)
2671,sonata-project/cache,2.2.0,MIT,PERMISSIVE,1,NO,0,
2672,jlevers/selling-partner-api,v7.4.10,BSD-3-Clause,PERMISSIVE,27,NO,0,
2673,pixelandtonic/imagine,1.5.2.1,MIT,PERMISSIVE,0,NO,0,
2674,symfony/ai-mate-composer-plugin,v0.12.0,MIT,PERMISSIVE,0,NO,0,
2675,propel/propel,2.0.1,MIT,PERMISSIVE,18,NO,0,
2676,symfony/ux-react,v3.4.0,MIT,PERMISSIVE,17,NO,0,
2677,spiral/grpc-client,1.0.0-rc2,MIT,PERMISSIVE,12,NO,0,
2678,tomasvotruba/bladestan,0.11.7,MIT,PERMISSIVE,65,NO,0,
2679,league/oauth2-linkedin,5.1.2,MIT,PERMISSIVE,8,NO,0,
2680,geocoder-php/plugin,1.6.0,MIT,PERMISSIVE,4,NO,0,
2681,magewirephp/validation,1.0.1,MIT,PERMISSIVE,0,NO,0,
2682,wsdltophp/packagebase,5.0.5,MIT,PERMISSIVE,0,NO,0,
2683,spiral/validator,1.8.0,MIT,PERMISSIVE,23,NO,0,
2684,yiisoft/yii2-imagine,2.3.1,BSD-3-Clause,PERMISSIVE,9,YES,1,ezyang/htmlpurifier (LGPL-2.1-or-later)
2685,nette/database,v3.2.9,Unspecified,PERMISSIVE,2,NO,0,
2686,spiral/testing,3.0.0,MIT,PERMISSIVE,92,NO,0,
2687,zendframework/zend-servicemanager,3.4.0,BSD-3-Clause,PERMISSIVE,3,NO,0,
2688,econea/nusoap,v0.9.20,LGPL-2.1-or-later,WEAK_COPYLEFT,0,NO,0,
2689,jms/translation-bundle,2.7.0,Unspecified,PERMISSIVE,32,NO,0,
2690,helios-ag/fm-elfinder-bundle,13.0.2,MIT,PERMISSIVE,38,NO,0,
2691,nexusphp/cs-config,v3.29.0,MIT,PERMISSIVE,33,NO,0,
2692,prestashop/ps_onepagecheckout,v0.6.6,AFL-3.0,PERMISSIVE,0,NO,0,
2693,symfony/requirements-checker,v2.0.3,MIT,PERMISSIVE,0,NO,0,
2694,erickskrauch/php-cs-fixer-custom-fixers,1.3.1,MIT,PERMISSIVE,33,NO,0,
2695,spatie/pest-plugin-snapshots,2.4.0,MIT,PERMISSIVE,28,NO,0,
2696,mozex/anthropic-php,1.8.0,MIT,PERMISSIVE,6,NO,0,
2697,twig/cache-extra,v3.28.0,Unspecified,PERMISSIVE,12,NO,0,
2698,nextcloud/openapi-extractor,v1.9.0,AGPL-3.0-or-later,STRONG_COPYLEFT,3,NO,0,
2699,spatie/nova-translatable,4.1.1,MIT,PERMISSIVE,15,NO,0,
2700,spatie/laravel-sql-commenter,2.2.0,MIT,PERMISSIVE,6,NO,0,
2701,symfony/ai-anthropic-platform,v0.12.0,MIT,PERMISSIVE,25,NO,0,
2702,gehrisandro/tailwind-merge-laravel,v1.4.0,MIT,PERMISSIVE,66,NO,0,
2703,dereuromark/cakephp-ide-helper,2.22.6,MIT,PERMISSIVE,25,NO,0,
2704,symfonycasts/sass-bundle,v0.10.0,MIT,PERMISSIVE,17,NO,0,
2705,graham-campbell/bounded-cache,v3.1.0,MIT,PERMISSIVE,1,NO,0,
2706,laravel/installer,v5.32.0,MIT,PERMISSIVE,22,NO,0,
2707,damienharper/adf-tools,1.2.1,MIT,PERMISSIVE,0,NO,0,
2708,pact-foundation/pact-php,10.2.1,Unspecified,PERMISSIVE,14,NO,0,
2709,friendsofsymfony/oauth-server-bundle,1.6.2,Unspecified,PERMISSIVE,33,NO,0,
2710,power-components/livewire-powergrid,v6.11.0,Unspecified,PERMISSIVE,32,NO,0,
2711,backpack/crud,7.1.15,MIT,PERMISSIVE,80,NO,0,
2712,drupal/klaro_js,3.1.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
2713,symfony/resend-mailer,v8.1.4,MIT,PERMISSIVE,13,NO,0,
2714,lucascudo/laravel-pt-br-localization,v3.0.4,GPL-3.0-or-later,STRONG_COPYLEFT,0,NO,0,
2715,tecnickcom/tc-lib-pdf-filter,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,0,NO,0,
2716,slim/php-view,3.4.0,MIT,PERMISSIVE,1,NO,0,
2717,open-telemetry/opentelemetry-auto-slim,1.5.0,Apache-2.0,PERMISSIVE,12,NO,0,
2718,flagception/flagception,2.0.0,MIT,PERMISSIVE,7,NO,0,
2719,phar-io/gnupg,1.0.3,BSD-3-Clause,PERMISSIVE,2,NO,0,
2720,phar-io/filesystem,2.0.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
2721,phar-io/executor,1.0.1,BSD-3-Clause,PERMISSIVE,1,NO,0,
2722,stellarwp/arrays,1.3.2,GPL-2.0,STRONG_COPYLEFT,0,NO,0,
2723,xemlock/htmlpurifier-html5,v0.1.12,MIT,PERMISSIVE,1,YES,1,ezyang/htmlpurifier (LGPL-2.1-or-later)
2724,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,1,NO,1,tecnickcom/tc-lib-pdf-filter (LGPL-3.0-or-later)
2725,eminiarts/nova-tabs,2.2.3,MIT,PERMISSIVE,12,NO,0,
2726,league/tactician-container,v3.0.0,MIT,PERMISSIVE,2,NO,0,
2727,butschster/cron-expression-generator,v1.10.2,MIT,PERMISSIVE,1,NO,0,
2728,outl1ne/nova-settings,6.0.2,MIT,PERMISSIVE,2,NO,0,
2729,phar-io/composer-distributor,1.0.2,MIT,PERMISSIVE,3,NO,0,
2730,kartik-v/yii2-widget-growl,v1.1.2,BSD-3-Clause,PERMISSIVE,1,NO,0,
2731,worksome/request-factories,v3.5.1,MIT,PERMISSIVE,3,NO,0,
2732,rosell-dk/webp-convert,2.9.5,MIT,PERMISSIVE,5,NO,0,
2733,dragonbe/vies,2.3.2,MIT,PERMISSIVE,0,NO,0,
2734,spiral/dumper,3.3.1,MIT,PERMISSIVE,32,NO,0,
2735,mglaman/drupal-check,1.5.0,GPL-2.0-or-later,STRONG_COPYLEFT,23,NO,1,webflo/drupal-finder (GPL-2.0-or-later)
2736,xantios/mimey,v2.2.0,MIT,PERMISSIVE,0,NO,0,
2737,stellarwp/licensing-api-client,2.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,3,NO,0,
2738,craftcms/url-validator,1.1.0,MIT,PERMISSIVE,0,NO,0,
2739,speakeasy/serializer,4.0.3,MIT,PERMISSIVE,4,NO,0,
2740,artisaninweb/laravel-soap,0.3.0.10,MIT,PERMISSIVE,0,NO,0,
2741,stellarwp/licensing-api-client-wordpress,2.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,5,NO,1,stellarwp/licensing-api-client (GPL-2.0-or-later)
2742,avadim/fast-excel-writer,v6.16.1,MIT,PERMISSIVE,1,NO,0,
2743,pagevamp/laravel-cloudwatch-logs,v1.1.3,MIT,PERMISSIVE,29,NO,0,
2744,kartik-v/yii2-widget-switchinput,v1.3.1,BSD 3-Clause,PERMISSIVE,1,NO,0,
2745,tinify/tinify,1.6.4,MIT,PERMISSIVE,0,NO,0,
2746,contentful/core,4.0.2,MIT,PERMISSIVE,10,NO,0,
2747,mitoteam/jpgraph,10.5.4,QPL-1.0,PERMISSIVE,0,NO,0,
2748,linecorp/line-bot-sdk,v12.7.0,Apache-2.0,PERMISSIVE,8,NO,0,
2749,spiral/temporal-bridge,3.3.0,MIT,PERMISSIVE,66,NO,0,
2750,vlucas/valitron,v1.4.11,BSD-3-Clause,PERMISSIVE,0,NO,0,
2751,vierge-noire/cakephp-test-suite-light,v3.0,MIT,PERMISSIVE,18,NO,0,
2752,rosell-dk/image-mime-type-guesser,1.1.2,MIT,PERMISSIVE,1,NO,0,
2753,cakedc/cakephp-phpstan,4.3.0,MIT,PERMISSIVE,19,NO,0,
2754,codeigniter/coding-standard,v1.9.2,MIT,PERMISSIVE,34,NO,0,
2755,zetacomponents/base,1.9.5,Apache-2.0,PERMISSIVE,0,NO,0,
2756,mnapoli/silly,1.10.1,MIT,PERMISSIVE,11,NO,0,
2757,openzipkin/zipkin,3.2.1,Apache-2.0,PERMISSIVE,2,NO,0,
2758,zendframework/zend-loader,2.6.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
2759,paragonie/random-lib,v2.0.3,MIT,PERMISSIVE,3,NO,0,
2760,lucatume/di52,4.1.0,GPL-3.0,STRONG_COPYLEFT,1,NO,0,
2761,tuupola/http-factory,1.4.0,MIT,PERMISSIVE,2,NO,0,
2762,nystudio107/craft-code-editor,1.0.30,MIT,PERMISSIVE,88,YES,2,enshrined/svg-sanitize (GPL-2.0-or-later); ezyang/htmlpurifier (LGPL-2.1-or-later)
2763,spiral-packages/scheduler,2.8.0,MIT,PERMISSIVE,38,NO,0,
2764,mailersend/mailersend,v0.40.0,MIT,PERMISSIVE,14,NO,0,
2765,spatie/laravel-view-models,1.6.2,MIT,PERMISSIVE,17,NO,0,
2766,campaignmonitor/createsend-php,v7.1.1,MIT,PERMISSIVE,0,NO,0,
2767,tuupola/callable-handler,1.1.0,MIT,PERMISSIVE,3,NO,0,
2768,kartik-v/yii2-widget-typeahead,v1.0.4,BSD-3-Clause,PERMISSIVE,1,NO,0,
2769,webimpress/coding-standard,1.4.0,BSD-2-Clause,PERMISSIVE,1,NO,0,
2770,spatie/laravel-blink,1.7.2,MIT,PERMISSIVE,18,NO,0,
2771,kub-at/php-simple-html-dom-parser,1.9.1,MIT,PERMISSIVE,0,NO,0,
2772,recombee/php-api-client,v6.3.1,MIT,PERMISSIVE,8,NO,0,
2773,10up/wp_mock,1.1.1,BSD-3-Clause,PERMISSIVE,30,NO,0,
2774,openapi-tools/contract,0.1.0,MIT,PERMISSIVE,9,NO,0,
2775,api-ecosystem-for-laravel/dingo-api,v4.8.0,BSD-3-Clause,PERMISSIVE,27,NO,0,
2776,spiral-packages/symfony-serializer,2.2.0,MIT,PERMISSIVE,30,NO,0,
2777,robertfausk/behat-panther-extension,v2.0.0,MIT,PERMISSIVE,34,NO,0,
2778,mediawiki/mediawiki-codesniffer,v52.0.1,GPL-2.0-or-later,STRONG_COPYLEFT,6,NO,2,phpcsstandards/phpcsextra (LGPL-3.0-or-later); phpcsstandards/phpcsutils (LGPL-3.0-or-later)
2779,league/tactician-logger,v0.12.0,MIT,PERMISSIVE,2,NO,0,
2780,s9e/text-formatter,2.19.3,MIT,PERMISSIVE,2,NO,0,
2781,guava/filament-icon-picker,5.0.0,MIT,PERMISSIVE,40,NO,0,
2782,cash/lrucache,1.0.0,MIT,PERMISSIVE,0,NO,0,
2783,tempest/highlight,2.28.0,MIT,PERMISSIVE,0,NO,0,
2784,ralphjsmit/laravel-helpers,1.11.0,MIT,PERMISSIVE,12,NO,0,
2785,wyrihaximus/broadcast-contracts,1.3.0,MIT,PERMISSIVE,0,NO,0,
2786,flow-php/snappy,0.43.0,MIT,PERMISSIVE,0,NO,0,
2787,spatie/laravel-google-calendar,3.8.5,MIT,PERMISSIVE,28,NO,0,
2788,rosell-dk/exec-with-fallback,1.2.0,MIT,PERMISSIVE,0,NO,0,
2789,gajus/dindent,2.0.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
2790,consolidation/comments,2.0.0,MIT,PERMISSIVE,0,NO,0,
2791,pixelandtonic/graphql-php,v15.31.5,MIT,PERMISSIVE,0,NO,0,
2792,arcanedev/support,11.0.0,MIT,PERMISSIVE,19,NO,0,
2793,matriphe/iso-639,v2.0.10,MIT,PERMISSIVE,0,NO,0,
2794,kartik-v/bootstrap-star-rating,v4.1.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
2795,nicolab/php-ftp-client,v2.0.2,MIT,PERMISSIVE,0,NO,0,
2796,koriym/attributes,1.0.7,MIT,PERMISSIVE,3,NO,0,
2797,rosell-dk/file-util,0.1.1,MIT,PERMISSIVE,1,NO,0,
2798,php-vcr/php-vcr,1.12.0,MIT,PERMISSIVE,7,NO,0,
2799,mikemclin/laravel-wp-password,2.0.3,MIT,PERMISSIVE,18,NO,0,
2800,rosell-dk/image-mime-type-sniffer,1.1.1,MIT,PERMISSIVE,0,NO,0,
2801,spatie/laravel-googletagmanager,3.1.1,MIT,PERMISSIVE,39,NO,0,
2802,softonic/guzzle-oauth2-middleware,2.1.2,Apache-2.0,PERMISSIVE,9,NO,0,
2803,rosell-dk/locate-binaries,1.0,MIT,PERMISSIVE,2,NO,0,
2804,aloha/twilio,5.0.0,MIT,PERMISSIVE,1,NO,0,
2805,php-cs-fixer/phpunit-constraint-isidenticalstring,v1.8.0,MIT,PERMISSIVE,27,NO,0,
2806,contentful/rich-text,4.0.3,MIT,PERMISSIVE,11,NO,0,
2807,fivefilters/readability.php,v4.1.0,Apache-2.0,PERMISSIVE,6,NO,0,
2808,laravellegends/pt-br-validator,13.0.0,MIT,PERMISSIVE,17,NO,0,
2809,loilo/fuse,7.1.1,Apache-2.0,PERMISSIVE,0,NO,0,
2810,codeception/module-datafactory,3.0.0,MIT,PERMISSIVE,32,NO,0,
2811,lkaemmerling/laravel-horizon-prometheus-exporter,v1.8.3,MIT,PERMISSIVE,50,NO,0,
2812,dougsisk/laravel-country-state,5.1,MIT,PERMISSIVE,18,NO,0,
2813,s9e/regexp-builder,2.1.0,MIT,PERMISSIVE,0,NO,0,
2814,spatie/laravel-failed-job-monitor,4.5.0,MIT,PERMISSIVE,67,NO,0,
2815,alymosul/exponent-server-sdk-php,1.3.1,MIT,PERMISSIVE,0,NO,0,
2816,jenssegers/mongodb,5.9.1,MIT,PERMISSIVE,23,NO,0,
2817,open-telemetry/opentelemetry,1.1.0,Apache-2.0,PERMISSIVE,30,NO,0,
2818,typo3/cms-reactions,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,68,NO,5,typo3/cms-core (GPL-2.0-or-later); enshrined/svg-sanitize (GPL-2.0-or-later); typo3/cms-cli (GPL-2.0-or-later); typo3/cms-composer-installers (GPL-2.0-or-later); typo3fluid/fluid (LGPL-3.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,PERMISSIVE,76,YES,13,typo3/cms-backend (GPL-2.0-or-later); typo3/cms-core (GPL-2.0-or-later); enshrined/svg-sanitize (GPL-2.0-or-later); typo3/cms-cli (GPL-2.0-or-later); typo3/cms-composer-installers (GPL-2.0-or-later); typo3fluid/fluid (LGPL-3.0-or-later); typo3/cms-extbase (GPL-2.0-or-later); typo3/cms-fluid (GPL-2.0-or-later); typo3/cms-frontend (GPL-2.0-or-later); typo3/cms-install (GPL-2.0-or-later); typo3/cms-reports (GPL-2.0-or-later); typo3/cms-scheduler (GPL-2.0-or-later); typo3/cms-tstemplate (GPL-2.0-or-later)
2820,get-stream/stream-chat,3.17.0,BSD-3-Clause,PERMISSIVE,8,NO,0,
2821,electrolinux/phpquery,0.9.7,MIT,PERMISSIVE,0,NO,0,
2822,bschmitt/laravel-amqp,v3.4.1,MIT,PERMISSIVE,4,YES,1,php-amqplib/php-amqplib (LGPL-2.1-or-later)
2823,ckr/arraymerger,3.0.0,MIT,PERMISSIVE,0,NO,0,
2824,florianv/laravel-swap,2.4.1,MIT,PERMISSIVE,7,NO,0,
2825,s9e/sweetdom,3.4.1,MIT,PERMISSIVE,0,NO,0,
2826,laravel-shift/faker-registry,v0.3.0,MIT,PERMISSIVE,0,NO,0,
2827,vria/nodiacritic,0.1.2,GPL-2.0,STRONG_COPYLEFT,0,NO,0,
2828,robgridley/zebra,v2.0.2,MIT,PERMISSIVE,0,NO,0,
2829,kwn/php-rdkafka-stubs,v3.0.1,MIT,PERMISSIVE,0,NO,0,
2830,wildside/userstamps,4.0.0,MIT,PERMISSIVE,17,NO,0,
2831,bavix/laravel-wallet,12.1.0,MIT,PERMISSIVE,20,NO,0,
2832,exussum12/xxhash,1.3,BSD-2-Clause,PERMISSIVE,0,NO,0,
2833,brianium/habitat,v1.0.0,MIT,PERMISSIVE,0,NO,0,
2834,ddeboer/vatin,3.1.0,MIT,PERMISSIVE,0,NO,0,
2835,xammie/mailbook,1.12.0,MIT,PERMISSIVE,4,NO,0,
2836,muffin/trash,4.2.2,MIT,PERMISSIVE,14,NO,0,
2837,magefan/module-community,2.4.6,Unspecified,PERMISSIVE,1,NO,0,
2838,openmetrics-php/exposition-text,v0.4.3,MIT,PERMISSIVE,0,NO,0,
2839,tabuna/breadcrumbs,5.0.0,MIT,PERMISSIVE,65,NO,0,
2840,alexwenzel/nova-dependency-container,1.13,MIT,PERMISSIVE,66,NO,0,
2841,promphp/prometheus_push_gateway_php,v1.1.1,Apache-2.0,PERMISSIVE,9,NO,0,
2842,jane-php/json-schema,v7.13.0,MIT,PERMISSIVE,24,NO,0,
2843,symfony/polyfill-php55,v1.20.0,MIT,PERMISSIVE,0,NO,0,
2844,chdemko/sorted-collections,1.0.12,BSD-3-Clause,PERMISSIVE,0,NO,0,
2845,laracasts/cypress,3.03,MIT,PERMISSIVE,17,NO,0,
2846,j7mbo/twitter-api-php,1.0.6,GNU Public License,PERMISSIVE,0,NO,0,
2847,roots/wp-password-bcrypt,1.3.0,MIT,PERMISSIVE,0,NO,0,
2848,digitalrevolution/php-codesniffer-baseline,v1.3.0,MIT,PERMISSIVE,1,NO,0,
2849,karser/karser-recaptcha3-bundle,v0.3.0,MIT,PERMISSIVE,36,NO,0,
2850,carlos-mg89/oauth,0.8.17,MIT,PERMISSIVE,0,NO,0,
2851,lesstif/jira-cloud-restapi,1.11.1,Apache-2.0,PERMISSIVE,10,YES,1,netresearch/jsonmapper (OSL-3.0)
2852,kartik-v/yii2-widget-touchspin,v1.2.4,BSD-3-Clause,PERMISSIVE,1,NO,0,
2853,makinacorpus/php-lucene,1.2.1,GPL-2.0-or-later,STRONG_COPYLEFT,0,NO,0,
2854,awcodes/filament-badgeable-column,v4.2.0,MIT,PERMISSIVE,23,NO,0,
2855,google/cloud-dialogflow,v2.6.0,Apache-2.0,PERMISSIVE,18,NO,0,
2856,watson/validating,8.4.1,MIT,PERMISSIVE,31,NO,0,
2857,matthiasmullie/scrapbook,1.5.4,MIT,PERMISSIVE,2,NO,0,
2858,stellarwp/harbor,v1.6.0,GPL-2.0-or-later,STRONG_COPYLEFT,7,NO,3,stellarwp/container-contract (GPL-2.0-or-later); stellarwp/licensing-api-client-wordpress (GPL-2.0-or-later); stellarwp/licensing-api-client (GPL-2.0-or-later)
2859,newrelic/monolog-enricher,2.0.0,Apache-2.0,PERMISSIVE,2,NO,0,
2860,laracasts/presenter,0.2.9,MIT,PERMISSIVE,17,NO,0,
2861,yiisoft/strings,2.7.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
2862,mark-gerarts/auto-mapper-plus,1.5.0,Unspecified,PERMISSIVE,0,NO,0,
2863,superbalist/flysystem-google-storage,7.2.2,MIT,PERMISSIVE,16,NO,0,
2864,voku/arrayy,7.10.0,MIT,PERMISSIVE,7,NO,0,
2865,contentful/contentful,v7.1.0,Unspecified,PERMISSIVE,0,NO,0,
2866,league/tactician-bundle,v1.6.0,MIT,PERMISSIVE,22,NO,0,
2867,kartik-v/yii2-widget-rating,v1.0.5,BSD-3-Clause,PERMISSIVE,2,NO,0,
2868,symfony/ux-dropzone,v3.4.0,MIT,PERMISSIVE,23,NO,0,
2869,neos/composer-plugin,2.1.3,MIT,PERMISSIVE,0,NO,0,
2870,thinkshout/mailchimp-api-php,v3.1.4,GPL-2.0-or-later,STRONG_COPYLEFT,8,NO,0,
2871,hyperf/contract,v3.2.0,MIT,PERMISSIVE,0,NO,0,
2872,agence104/livekit-server-sdk,1.3.5,MIT,PERMISSIVE,11,NO,0,
2873,teamtnt/tntsearch,v5.3.0,MIT,PERMISSIVE,2,NO,0,
2874,amnuts/opcache-gui,3.6.1,MIT,PERMISSIVE,0,NO,0,
2875,web-token/jwt-encryption,3.4.8,MIT,PERMISSIVE,5,NO,0,
2876,whitehat101/apr1-md5,v1.0.0,MIT,PERMISSIVE,0,NO,0,
2877,laravel-shift/blueprint,v2.13.0,MIT,PERMISSIVE,27,NO,0,
2878,flagception/flagception-bundle,6.1.1,MIT,PERMISSIVE,24,NO,0,
2879,checkout/checkout-sdk-php,5.4.0,MIT,PERMISSIVE,10,NO,0,
2880,prinsfrank/standards,v3.16.8,MIT,PERMISSIVE,1,NO,0,
2881,jamesiarmes/php-ntlm,1.0.0,MIT,PERMISSIVE,0,NO,0,
2882,laminas/laminas-psr7bridge,1.13.0,BSD-3-Clause,PERMISSIVE,9,NO,0,
2883,symfony/ai-gemini-platform,v0.12.0,MIT,PERMISSIVE,25,NO,0,
2884,phrity/http,1.1.0,MIT,PERMISSIVE,2,NO,0,
2885,longlang/phpkafka,v1.2.5,Apache-2.0,PERMISSIVE,4,NO,0,
2886,vierge-noire/cakephp-fixture-factories,v3.0.2,Unspecified,PERMISSIVE,26,NO,0,
2887,vonage/vonage-laravel,1.2.0,MIT,PERMISSIVE,33,NO,0,
2888,chelout/laravel-relationship-events,v5.0.0,MIT,PERMISSIVE,21,NO,0,
2889,flagsmith/flagsmith-php-client,5.1.1,BSD-3-Clause,PERMISSIVE,6,NO,0,
2890,kartik-v/yii2-widget-rangeinput,v1.0.2,BSD-3-Clause,PERMISSIVE,1,NO,0,
2891,kartik-v/yii2-widget-alert,v1.1.5,BSD-3-Clause,PERMISSIVE,2,NO,0,
2892,neos/utility-files,9.1.2,Unspecified,PERMISSIVE,1,NO,0,
2893,symfony/polyfill-php54,v1.20.0,MIT,PERMISSIVE,0,NO,0,
2894,sensiolabs/gotenberg-bundle,v1.4.0,MIT,PERMISSIVE,22,NO,0,
2895,aacotroneo/laravel-saml2,2.1.0,MIT,PERMISSIVE,20,NO,0,
2896,realrashid/sweet-alert,v7.3.2,MIT,PERMISSIVE,65,NO,0,
2897,phrity/comparison,1.4.1,MIT,PERMISSIVE,0,NO,0,
2898,kartik-v/yii2-widget-sidenav,v1.0.1,BSD-3-Clause,PERMISSIVE,1,NO,0,
