rank,package_name,version,declared_license,offender_package,offender_version,offender_license,copyleft_type,trace_path
3972,sylius/refund-plugin,v2.1.0,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/refund-plugin@v2.1.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
3972,sylius/refund-plugin,v2.1.0,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/refund-plugin@v2.1.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
4106,retailcrm/api-client-php,v6.15.33,MIT,pnz/json-exception,v1.0.1,GPL-3.0,STRONG_COPYLEFT,retailcrm/api-client-php@v6.15.33 (MIT) -> liip/serializer@3.3.0 (MIT) -> pnz/json-exception@v1.0.1 (GPL-3.0)
4126,spryker/rabbit-mq,2.25.0,proprietary,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,spryker/rabbit-mq@2.25.0 (proprietary) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
4210,advoor/nova-editor-js,v5.0.0,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,advoor/nova-editor-js@v5.0.0 (MIT) -> codex-team/editor.js@v2.0.7 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
4236,log1x/acf-composer,v3.4.7,MIT,stoutlogic/acf-builder,v1.12.0,GPL-2.0+,STRONG_COPYLEFT,log1x/acf-composer@v3.4.7 (MIT) -> stoutlogic/acf-builder@v1.12.0 (GPL-2.0+)
4316,php-collective/code-sniffer,0.6.8,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,php-collective/code-sniffer@0.6.8 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
4316,php-collective/code-sniffer,0.6.8,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,php-collective/code-sniffer@0.6.8 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
4328,doctrineencryptbundle/doctrine-encrypt-bundle,7.0.3,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,doctrineencryptbundle/doctrine-encrypt-bundle@7.0.3 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0)
4328,doctrineencryptbundle/doctrine-encrypt-bundle,7.0.3,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,doctrineencryptbundle/doctrine-encrypt-bundle@7.0.3 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
4371,statamic/seo-pro,v7.13.3,Unspecified,james-heinrich/getid3,v1.9.25,"GPL-1.0-or-later, LGPL-3.0-only",STRONG_COPYLEFT,"statamic/seo-pro@v7.13.3 (None) -> statamic/cms@v6.30.0 (proprietary) -> james-heinrich/getid3@v1.9.25 (GPL-1.0-or-later, LGPL-3.0-only, MPL-2.0)"
4408,atgp/factur-x,v3.5.0,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,atgp/factur-x@v3.5.0 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
4469,contao-components/simplemodal,3.1.2,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/simplemodal@3.1.2 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4475,oneduo/nova-file-manager,v1.0.0,MIT,james-heinrich/getid3,v1.9.25,"GPL-1.0-or-later, LGPL-3.0-only",STRONG_COPYLEFT,"oneduo/nova-file-manager@v1.0.0 (MIT) -> james-heinrich/getid3@v1.9.25 (GPL-1.0-or-later, LGPL-3.0-only, MPL-2.0)"
4480,contao-components/ace,1.44.0,BSD-3-Clause,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/ace@1.44.0 (BSD-3-Clause) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4533,contao-components/swiper,14.2.0,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/swiper@14.2.0 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4538,sylius/mollie-plugin,v3.3.3,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/mollie-plugin@v3.3.3 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
4538,sylius/mollie-plugin,v3.3.3,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/mollie-plugin@v3.3.3 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
4540,contao-components/datepicker,3.0.3,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/datepicker@3.0.3 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4546,himiklab/yii2-recaptcha-widget,2.1.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,himiklab/yii2-recaptcha-widget@2.1.1 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
4569,rokka/imagine-vips,0.41.0,MIT,phenx/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,rokka/imagine-vips@0.41.0 (MIT) -> phenx/php-font-lib@1.0.2 (LGPL-2.1-or-later)
4600,php-standard-library/psalm-plugin,2.4.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,php-standard-library/psalm-plugin@2.4.0 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
4649,verbb/auth,2.0.45,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,verbb/auth@2.0.45 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
4649,verbb/auth,2.0.45,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,verbb/auth@2.0.45 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
4652,contao-components/jquery,4.0.0,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/jquery@4.0.0 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4656,fig-r/psr2r-sniffer,2.9.0,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,fig-r/psr2r-sniffer@2.9.0 (MIT) -> php-collective/code-sniffer@0.6.8 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
4656,fig-r/psr2r-sniffer,2.9.0,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,fig-r/psr2r-sniffer@2.9.0 (MIT) -> php-collective/code-sniffer@0.6.8 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
4663,contao-components/dropzone,5.9.3,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/dropzone@5.9.3 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4664,contao-components/tablesorter,2.31.3.1,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/tablesorter@2.31.3.1 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4668,contao-components/mootools,1.6.0.9,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/mootools@1.6.0.9 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4669,contao-components/swipe,2.2.2,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/swipe@2.2.2 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4675,contao-components/mediabox,1.5.4.3,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/mediabox@1.5.4.3 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4678,contao-components/jquery-ui,1.13.2,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/jquery-ui@1.13.2 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4684,10up/phpcs-composer,3.0.1,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,10up/phpcs-composer@3.0.1 (MIT) -> automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
4684,10up/phpcs-composer,3.0.1,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,10up/phpcs-composer@3.0.1 (MIT) -> automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
4773,seatsio/seatsio-php,v99.0.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,seatsio/seatsio-php@v99.0.0 (MIT) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
4852,justbetter/magento2-sentry,4.6.0,MIT,justbetter/magento2-core,1.0.0,GPL-3.0-or-later,STRONG_COPYLEFT,justbetter/magento2-sentry@4.6.0 (MIT) -> justbetter/magento2-core@1.0.0 (GPL-3.0-or-later)
4861,reload/jira-security-issue,v2.0.14,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,reload/jira-security-issue@v2.0.14 (MIT) -> lesstif/php-jira-rest-client@5.12.1 (Apache-2.0) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
4863,infocyph/phpforge,1.02,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,infocyph/phpforge@1.02 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
4868,contao-components/tristen-tablesort,5.7.1,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/tristen-tablesort@5.7.1 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
4891,alibabacloud/sdk,1.8.2344,Apache-2.0,clagiordano/weblibs-configmanager,v1.5.0,LGPL-3.0-or-later,STRONG_COPYLEFT,alibabacloud/sdk@1.8.2344 (Apache-2.0) -> alibabacloud/client@1.5.32 (Apache-2.0) -> clagiordano/weblibs-configmanager@v1.5.0 (LGPL-3.0-or-later)
4917,awcodes/filament-curator,v5.3.2,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,awcodes/filament-curator@v5.3.2 (MIT) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
4918,magefan/module-blog,2.13.1,Unspecified,magefan/module-wysiwyg-advanced,2.0.19,OSL-3.0,STRONG_COPYLEFT,"magefan/module-blog@2.13.1 (None) -> magefan/module-wysiwyg-advanced@2.0.19 (OSL-3.0, AFL-3.0)"
4937,notamedia/yii2-sentry,1.7.0,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,notamedia/yii2-sentry@1.7.0 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
4957,jwage/phpamqplib-messenger,0.10.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,jwage/phpamqplib-messenger@0.10.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
5005,cebe/yii2-gravatar,1.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,cebe/yii2-gravatar@1.1 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5010,dmstr/yii2-adminlte-asset,2.6.2,Unspecified,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,dmstr/yii2-adminlte-asset@2.6.2 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-backend,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-core,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-cli,v3.1.3,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-cli@v3.1.3 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-composer-installers,v5.0.2,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-composer-installers@v5.0.2 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-extbase,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-extbase@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-extensionmanager,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-extensionmanager@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-fluid,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-fluid@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-frontend,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-frontend@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-install,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-install@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-rte-ckeditor,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-rte-ckeditor@v14.3.6 (GPL-2.0-or-later)
5077,bk2k/bootstrap-package,16.0.0,MIT,typo3/cms-seo,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,bk2k/bootstrap-package@16.0.0 (MIT) -> typo3/cms-seo@v14.3.6 (GPL-2.0-or-later)
5081,contao-components/handorgel,1.0.0.1,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/handorgel@1.0.0.1 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
5085,sylius/invoicing-plugin,v2.2.0,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/invoicing-plugin@v2.2.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
5085,sylius/invoicing-plugin,v2.2.0,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/invoicing-plugin@v2.2.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
5086,unclead/yii2-multiple-input,2.30.0,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,unclead/yii2-multiple-input@2.30.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5110,contao-components/choices,11.2.4,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/choices@11.2.4 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
5138,hyperf/amqp,v3.2.0,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,hyperf/amqp@v3.2.0 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
5200,amazeeio/drupal_integrations,0.5.0,MIT,drupal/core-composer-scaffold,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,amazeeio/drupal_integrations@0.5.0 (MIT) -> drupal/core-composer-scaffold@11.4.5 (GPL-2.0-or-later)
5207,yiisoft/yii2-elasticsearch,2.1.5,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-elasticsearch@2.1.5 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5251,sulu/sulu,3.0.9,MIT,contao/imagine-svg,1.0.4,LGPL-3.0-or-later,STRONG_COPYLEFT,sulu/sulu@3.0.9 (MIT) -> contao/imagine-svg@1.0.4 (LGPL-3.0-or-later)
5251,sulu/sulu,3.0.9,MIT,matomo/device-detector,6.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,sulu/sulu@3.0.9 (MIT) -> matomo/device-detector@6.5.1 (LGPL-3.0-or-later)
5252,yii2-extensions/phpstan,0.4.1,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yii2-extensions/phpstan@0.4.1 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5352,spryker/opentelemetry,1.21.0,proprietary,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,spryker/opentelemetry@1.21.0 (proprietary) -> spryker/rabbit-mq@2.25.0 (proprietary) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
5361,miloschuman/yii2-highcharts-widget,v11.0,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,miloschuman/yii2-highcharts-widget@v11.0 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5402,loupe/loupe,1.0.3,MIT,joomla/string,4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,loupe/loupe@1.0.3 (MIT) -> wamania/php-stemmer@v4.0.0 (MIT) -> joomla/string@4.0.0 (GPL-2.0-or-later)
5428,roave/infection-static-analysis-plugin,1.44.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,roave/infection-static-analysis-plugin@1.44.0 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
5490,2amigos/yii2-ckeditor-widget,2.2.0,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,2amigos/yii2-ckeditor-widget@2.2.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5490,2amigos/yii2-ckeditor-widget,2.2.0,BSD-3-Clause,ckeditor/ckeditor,4.25.1,GPL-2.0+,STRONG_COPYLEFT,"2amigos/yii2-ckeditor-widget@2.2.0 (BSD-3-Clause) -> ckeditor/ckeditor@4.25.1 (GPL-2.0+, LGPL-2.1+, MPL-1.1+)"
5537,cloudconvert/cloudconvert-laravel,1.1.6,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,cloudconvert/cloudconvert-laravel@1.1.6 (MIT) -> cloudconvert/cloudconvert-php@3.4.4 (None) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
5549,mdmsoft/yii2-admin,3.2,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,mdmsoft/yii2-admin@3.2 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5556,getkirby/cms,5.5.3,Unspecified,phpmailer/phpmailer,v7.1.1,LGPL-2.1-only,WEAK_COPYLEFT,getkirby/cms@5.5.3 (None) -> phpmailer/phpmailer@v7.1.1 (LGPL-2.1-only)
5575,creocoder/yii2-flysystem,1.2.0,Unspecified,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,creocoder/yii2-flysystem@1.2.0 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5576,pear/pear,v1.10.18,BSD-2-Clause,pear/structures_graph,v1.2.0,LGPL-3.0-or-later,STRONG_COPYLEFT,pear/pear@v1.10.18 (BSD-2-Clause) -> pear/structures_graph@v1.2.0 (LGPL-3.0-or-later)
5637,yiisoft/yii2-mongodb,3.0.4,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-mongodb@3.0.4 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5642,wyrihaximus/css-compress,2.3.0,MIT,websharks/css-minifier,150820,GPL-3.0+,STRONG_COPYLEFT,wyrihaximus/css-compress@2.3.0 (MIT) -> websharks/css-minifier@150820 (GPL-3.0+)
5655,yiisoft/yii2-twig,2.5.1,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-twig@2.5.1 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5721,codemix/yii2-localeurls,1.8.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,codemix/yii2-localeurls@1.8.1 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5773,tornevall/tornelib-php-database,6.1.2,Apache-2.0,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,tornevall/tornelib-php-database@6.1.2 (Apache-2.0) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
5830,craftcms/html-field,3.6.0,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,craftcms/html-field@3.6.0 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
5830,craftcms/html-field,3.6.0,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,craftcms/html-field@3.6.0 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-image@3.13.0 (LGPL-3.0-or-later)
