rank,package_name,version,declared_license,offender_package,offender_version,offender_license,copyleft_type,trace_path
243,barryvdh/laravel-dompdf,v3.1.2,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,barryvdh/laravel-dompdf@v3.1.2 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
243,barryvdh/laravel-dompdf,v3.1.2,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,barryvdh/laravel-dompdf@v3.1.2 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
243,barryvdh/laravel-dompdf,v3.1.2,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,barryvdh/laravel-dompdf@v3.1.2 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
454,wp-coding-standards/wpcs,3.4.1,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,wp-coding-standards/wpcs@3.4.1 (MIT) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
454,wp-coding-standards/wpcs,3.4.1,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,wp-coding-standards/wpcs@3.4.1 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
506,vimeo/psalm,6.16.1,Unspecified,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
587,sirbrillig/phpcs-variable-analysis,v3.0.0,BSD-2-Clause,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,sirbrillig/phpcs-variable-analysis@v3.0.0 (BSD-2-Clause) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
657,danog/advanced-json-rpc,v3.2.3,ISC,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
678,felixfbecker/advanced-json-rpc,v3.2.1,ISC,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,felixfbecker/advanced-json-rpc@v3.2.1 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
747,mews/purifier,3.4.4,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,mews/purifier@3.4.4 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
760,mglaman/phpstan-drupal,2.1.2,MIT,webflo/drupal-finder,1.3.1,GPL-2.0-or-later,STRONG_COPYLEFT,mglaman/phpstan-drupal@2.1.2 (MIT) -> webflo/drupal-finder@1.3.1 (GPL-2.0-or-later)
877,horstoeko/zugferd,v1.0.130,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
1063,yiisoft/yii2,2.0.55,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1113,roots/wordpress,7.1,"MIT, GPL-2.0-or-later",roots/wordpress-core-installer,v4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,"roots/wordpress@7.1 (MIT, GPL-2.0-or-later) -> roots/wordpress-core-installer@v4.0.0 (GPL-2.0-or-later)"
1113,roots/wordpress,7.1,"MIT, GPL-2.0-or-later",roots/wordpress-no-content,7.1,GPL-2.0-or-later,STRONG_COPYLEFT,"roots/wordpress@7.1 (MIT, GPL-2.0-or-later) -> roots/wordpress-no-content@7.1 (GPL-2.0-or-later)"
1122,stevebauman/purify,v6.3.2,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,stevebauman/purify@v6.3.2 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1130,automattic/vipwpcs,3.1.0,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
1130,automattic/vipwpcs,3.1.0,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
1214,mkalkbrenner/php-htmldiff-advanced,0.0.8,GNU General Public License V2,caxy/php-htmldiff,v0.1.17,GPL-2.0,STRONG_COPYLEFT,mkalkbrenner/php-htmldiff-advanced@0.0.8 (GNU General Public License V2) -> caxy/php-htmldiff@v0.1.17 (GPL-2.0)
1214,mkalkbrenner/php-htmldiff-advanced,0.0.8,GNU General Public License V2,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,mkalkbrenner/php-htmldiff-advanced@0.0.8 (GNU General Public License V2) -> caxy/php-htmldiff@v0.1.17 (GPL-2.0) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1225,yiisoft/yii2-debug,2.1.28,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-debug@2.1.28 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1283,apimatic/core,0.3.18,MIT,apimatic/jsonmapper,3.1.7,OSL-3.0,STRONG_COPYLEFT,apimatic/core@0.3.18 (MIT) -> apimatic/jsonmapper@3.1.7 (OSL-3.0)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-image@3.13.0 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-font,4.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-font@4.3.1 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-file,3.9.0,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-file@3.9.0 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-encrypt,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-encrypt@2.11.0 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-sign,2.0.1,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-sign@2.0.1 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-unicode-data,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode-data@3.0.5 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode@3.0.5 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-page@4.15.1 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-graph@2.16.0 (LGPL-3.0-or-later)
1343,iio/libmergepdf,4.0.4,WTFPL,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,iio/libmergepdf@4.0.4 (WTFPL) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-parser@3.15.0 (LGPL-3.0-or-later)
1402,vladimir-yuldashev/laravel-queue-rabbitmq,v15.0.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,vladimir-yuldashev/laravel-queue-rabbitmq@v15.0.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
1457,wikimedia/css-sanitizer,v6.2.1,Apache-2.0,wikimedia/utfnormal,4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,wikimedia/css-sanitizer@v6.2.1 (Apache-2.0) -> wikimedia/utfnormal@4.0.0 (GPL-2.0-or-later)
1457,wikimedia/css-sanitizer,v6.2.1,Apache-2.0,wikimedia/scoped-callback,v5.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,wikimedia/css-sanitizer@v6.2.1 (Apache-2.0) -> wikimedia/scoped-callback@v5.0.0 (GPL-2.0-or-later)
1487,yiisoft/yii2-queue,2.3.8,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-queue@2.3.8 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1499,psalm/plugin-symfony,v5.3.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,psalm/plugin-symfony@v5.3.0 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
1548,simplesamlphp/saml2,v6.3.0,Unspecified,simplesamlphp/assert,v3.0.5,LGPL-2.1-or-later,WEAK_COPYLEFT,simplesamlphp/saml2@v6.3.0 (None) -> simplesamlphp/assert@v3.0.5 (LGPL-2.1-or-later)
1548,simplesamlphp/saml2,v6.3.0,Unspecified,simplesamlphp/xml-common,v3.0.8,LGPL-2.1-or-later,WEAK_COPYLEFT,simplesamlphp/saml2@v6.3.0 (None) -> simplesamlphp/xml-common@v3.0.8 (LGPL-2.1-or-later)
1548,simplesamlphp/saml2,v6.3.0,Unspecified,simplesamlphp/composer-xmlprovider-installer,v1.3.1,LGPL-2.1-only,WEAK_COPYLEFT,simplesamlphp/saml2@v6.3.0 (None) -> simplesamlphp/xml-common@v3.0.8 (LGPL-2.1-or-later) -> simplesamlphp/composer-xmlprovider-installer@v1.3.1 (LGPL-2.1-only)
1548,simplesamlphp/saml2,v6.3.0,Unspecified,simplesamlphp/xml-security,v3.0.1,LGPL-2.1-or-later,WEAK_COPYLEFT,simplesamlphp/saml2@v6.3.0 (None) -> simplesamlphp/xml-security@v3.0.1 (LGPL-2.1-or-later)
1548,simplesamlphp/saml2,v6.3.0,Unspecified,simplesamlphp/xml-soap,v3.0.0,LGPL-2.1-or-later,WEAK_COPYLEFT,simplesamlphp/saml2@v6.3.0 (None) -> simplesamlphp/xml-soap@v3.0.0 (LGPL-2.1-or-later)
1568,woocommerce/woocommerce-sniffs,2.0.0,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,woocommerce/woocommerce-sniffs@2.0.0 (MIT) -> wp-coding-standards/wpcs@3.4.1 (MIT) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
1568,woocommerce/woocommerce-sniffs,2.0.0,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,woocommerce/woocommerce-sniffs@2.0.0 (MIT) -> wp-coding-standards/wpcs@3.4.1 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
1579,phan/phan,6.0.7,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,phan/phan@6.0.7 (MIT) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
1583,yiisoft/yii2-gii,2.2.7,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-gii@2.2.7 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1590,php-amqplib/rabbitmq-bundle,2.19.0,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,php-amqplib/rabbitmq-bundle@2.19.0 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
1591,hisorange/browser-detect,5.0.3,MIT,matomo/device-detector,6.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,hisorange/browser-detect@5.0.3 (MIT) -> matomo/device-detector@6.5.1 (LGPL-3.0-or-later)
1606,yiisoft/yii2-redis,2.1.2,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-redis@2.1.2 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1615,exercise/htmlpurifier-bundle,5.2,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,exercise/htmlpurifier-bundle@5.2 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1627,yiisoft/yii2-bootstrap,2.0.11,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-bootstrap@2.0.11 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1706,yiisoft/yii2-faker,2.0.5,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-faker@2.0.5 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1715,yiisoft/yii2-httpclient,2.0.17,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-httpclient@2.0.17 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1780,paypal/paypal-server-sdk,2.4.0,MIT,apimatic/jsonmapper,3.1.7,OSL-3.0,STRONG_COPYLEFT,paypal/paypal-server-sdk@2.4.0 (MIT) -> apimatic/core@0.3.18 (MIT) -> apimatic/jsonmapper@3.1.7 (OSL-3.0)
1819,shopware/core,v6.7.13.1,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
1819,shopware/core,v6.7.13.1,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
1819,shopware/core,v6.7.13.1,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
1819,shopware/core,v6.7.13.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1819,shopware/core,v6.7.13.1,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
1819,shopware/core,v6.7.13.1,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
1822,yiisoft/yii2-symfonymailer,4.0.0,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-symfonymailer@4.0.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1870,shopware/storefront,v6.7.13.1,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,shopware/storefront@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
1870,shopware/storefront,v6.7.13.1,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/storefront@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
1870,shopware/storefront,v6.7.13.1,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,shopware/storefront@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
1870,shopware/storefront,v6.7.13.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/storefront@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
1870,shopware/storefront,v6.7.13.1,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,shopware/storefront@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
1870,shopware/storefront,v6.7.13.1,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,shopware/storefront@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
1878,prestashop/translationtools-bundle,v6.1.1,MIT,smarty/smarty,v5.8.4,LGPL-3.0,STRONG_COPYLEFT,prestashop/translationtools-bundle@v6.1.1 (MIT) -> smarty/smarty@v5.8.4 (LGPL-3.0)
1879,statamic/cms,v6.30.0,proprietary,james-heinrich/getid3,v1.9.25,"GPL-1.0-or-later, LGPL-3.0-only",STRONG_COPYLEFT,"statamic/cms@v6.30.0 (proprietary) -> james-heinrich/getid3@v1.9.25 (GPL-1.0-or-later, LGPL-3.0-only, MPL-2.0)"
1949,palantirnet/drupal-rector,1.1.2,MIT,webflo/drupal-finder,1.3.1,GPL-2.0-or-later,STRONG_COPYLEFT,palantirnet/drupal-rector@1.1.2 (MIT) -> webflo/drupal-finder@1.3.1 (GPL-2.0-or-later)
1979,lesstif/php-jira-rest-client,5.12.1,Apache-2.0,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,lesstif/php-jira-rest-client@5.12.1 (Apache-2.0) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
1996,wamania/php-stemmer,v4.0.0,MIT,joomla/string,4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,wamania/php-stemmer@v4.0.0 (MIT) -> joomla/string@4.0.0 (GPL-2.0-or-later)
2008,yiisoft/yii2-swiftmailer,2.1.3,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-swiftmailer@2.1.3 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2010,workos/workos-php,v9.2.0,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,workos/workos-php@v9.2.0 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0)
2010,workos/workos-php,v9.2.0,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,workos/workos-php@v9.2.0 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
2050,square/square,46.1.0.20260819,MIT,apimatic/jsonmapper,3.1.7,OSL-3.0,STRONG_COPYLEFT,square/square@46.1.0.20260819 (MIT) -> apimatic/core@0.3.18 (MIT) -> apimatic/jsonmapper@3.1.7 (OSL-3.0)
2064,coenjacobs/mozart,1.2.3,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,coenjacobs/mozart@1.2.3 (MIT) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
2070,shopware/elasticsearch,v6.7.13.1,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,shopware/elasticsearch@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
2070,shopware/elasticsearch,v6.7.13.1,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/elasticsearch@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
2070,shopware/elasticsearch,v6.7.13.1,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,shopware/elasticsearch@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
2070,shopware/elasticsearch,v6.7.13.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/elasticsearch@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2070,shopware/elasticsearch,v6.7.13.1,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,shopware/elasticsearch@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
2070,shopware/elasticsearch,v6.7.13.1,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,shopware/elasticsearch@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
2079,shopware/administration,v6.7.13.1,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
2079,shopware/administration,v6.7.13.1,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
